Name,Age,MP,ThreePoints,AST,FG,FT,TOV,DRB,FGA,TRB,ORB,FTA,STL,BLK,PF,PointsPerGame,Salary,Season
Serge Ibaka,27,31.0,1.8,0.7,5.6,1.3,1.7,5.5,12.1,6.8,1.3,1.5,0.3,1.4,3.3,14.2,12250000.0,NBA_2017
DeMarre Carroll,30,26.1,1.5,1.0,3.1,1.2,0.8,2.9,7.6,3.8,0.9,1.6,1.1,0.4,2.0,8.9,14200000.0,NBA_2017
P.J. Tucker,31,25.4,1.0,1.1,2.2,0.5,0.6,4.4,5.3,5.4,1.0,0.7,1.3,0.2,2.2,5.8,5300000.0,NBA_2017
Cory Joseph,25,25.0,0.6,3.3,3.7,1.2,1.4,2.3,8.3,2.9,0.6,1.5,0.8,0.2,1.8,9.3,7330000.0,NBA_2017
Patrick Patterson,27,24.6,1.4,1.2,2.4,0.7,0.6,3.6,5.9,4.5,1.0,0.9,0.6,0.4,1.8,6.8,6050000.0,NBA_2017
Lucas Nogueira,24,19.1,0.1,0.7,1.8,0.8,0.8,2.8,2.7,4.3,1.4,1.2,0.9,1.6,2.4,4.4,1921320.0,NBA_2017
Norman Powell,23,18.0,0.7,1.1,3.0,1.7,0.9,1.9,6.7,2.2,0.3,2.1,0.7,0.2,1.7,8.4,874636.0,NBA_2017
Delon Wright,24,16.5,0.4,2.1,1.8,1.6,0.9,1.2,4.3,1.8,0.6,2.0,1.0,0.4,1.1,5.6,1577280.0,NBA_2017
Pascal Siakam,22,15.6,0.0,0.3,1.9,0.4,0.6,2.2,3.7,3.4,1.2,0.6,0.5,0.8,2.0,4.2,1196040.0,NBA_2017
Fred VanVleet,22,7.9,0.3,0.9,1.1,0.5,0.4,1.0,3.0,1.1,0.1,0.6,0.4,0.1,1.0,2.9,543471.0,NBA_2017
Bruno Caboclo,21,4.4,0.2,0.4,0.7,0.0,0.2,0.6,1.8,1.1,0.6,0.0,0.2,0.1,0.4,1.6,1589640.0,NBA_2017
John Wall,26,36.4,1.1,10.7,8.3,5.4,4.1,3.4,18.4,4.2,0.8,6.8,2.0,0.6,1.9,23.1,16957900.0,NBA_2017
Bradley Beal,23,34.9,2.9,3.5,8.3,3.7,2.0,2.4,17.2,3.1,0.7,4.4,1.1,0.3,2.2,23.1,22116750.0,NBA_2017
Otto Porter,23,32.6,1.9,1.5,5.2,1.2,0.6,5.0,10.0,6.4,1.5,1.5,1.5,0.5,2.4,13.4,5893981.0,NBA_2017
Markieff Morris,27,31.2,0.9,1.7,5.3,2.4,1.7,5.1,11.7,6.5,1.4,2.8,1.1,0.6,3.3,14.0,7400000.0,NBA_2017
Marcin Gortat,32,31.2,0.0,1.5,4.8,1.3,1.5,7.5,8.2,10.4,2.9,1.9,0.5,0.7,2.6,10.8,12000000.0,NBA_2017
Kelly Oubre,21,20.3,0.7,0.6,2.4,0.9,0.6,2.5,5.6,3.3,0.8,1.3,0.7,0.2,2.5,6.3,2006640.0,NBA_2017
Ian Mahinmi,30,17.9,0.0,0.6,2.1,1.4,1.1,3.3,3.6,4.8,1.5,2.4,1.1,0.8,2.9,5.6,15944154.0,NBA_2017
Brandon Jennings,27,16.3,0.5,4.7,1.3,0.5,1.0,1.6,4.6,1.9,0.3,0.7,0.7,0.0,1.4,3.5,1200000.0,NBA_2017
Jason Smith,30,14.4,0.5,0.5,2.4,0.5,0.8,2.6,4.4,3.5,0.9,0.7,0.3,0.7,2.3,5.7,5000000.0,NBA_2017
Trey Burke,24,12.3,0.5,1.8,2.0,0.4,0.8,0.7,4.5,0.8,0.1,0.5,0.2,0.1,0.9,5.0,3386598.0,NBA_2017
Chris McCullough,21,4.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,0.5,0.0,0.0,0.5,1191480.0,NBA_2017
Daniel Ochefu,23,3.9,0.0,0.2,0.6,0.0,0.2,0.9,1.4,1.2,0.3,0.1,0.1,0.0,0.9,1.3,543471.0,NBA_2017
Danuel House,23,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,543471.0,NBA_2017
Paul Millsap,31,34.0,1.1,3.7,6.2,4.5,2.3,6.1,14.1,7.7,1.6,5.9,1.3,0.9,2.7,18.1,20072033.0,NBA_2017
Dwight Howard,31,29.7,0.0,1.4,5.2,3.1,2.3,8.7,8.3,12.7,4.0,5.7,0.9,1.2,2.7,13.5,23180275.0,NBA_2017
Tim Hardaway,24,27.3,1.9,2.3,5.3,2.1,1.3,2.4,11.5,2.8,0.4,2.7,0.7,0.2,1.3,14.5,2281605.0,NBA_2017
Kent Bazemore,27,26.9,1.3,2.4,4.0,1.6,1.7,2.5,9.9,3.2,0.6,2.3,1.2,0.7,2.3,11.0,15730338.0,NBA_2017
Thabo Sefolosha,32,25.7,0.7,1.7,2.8,0.9,0.9,3.5,6.4,4.4,0.9,1.2,1.5,0.5,1.6,7.2,3850000.0,NBA_2017
Mike Muscala,25,17.7,0.7,1.4,2.4,0.7,0.8,2.3,4.8,3.4,1.1,0.9,0.4,0.6,1.4,6.2,1015696.0,NBA_2017
Malcolm Delaney,27,17.1,0.4,2.6,2.0,1.0,1.3,1.5,5.3,1.7,0.1,1.3,0.5,0.0,1.5,5.4,2500000.0,NBA_2017
Taurean Waller-Prince,22,16.6,0.6,0.9,1.9,1.3,1.0,2.2,4.8,2.7,0.4,1.6,0.7,0.5,1.6,5.7,2318280.0,NBA_2017
Mike Dunleavy,36,15.8,1.1,1.0,1.9,0.7,0.5,1.8,4.3,2.3,0.4,0.9,0.3,0.2,1.2,5.6,4837500.0,NBA_2017
Kris Humphries,31,12.3,0.3,0.5,1.6,1.1,0.5,2.6,3.8,3.7,1.1,1.5,0.3,0.4,1.2,4.6,4000000.0,NBA_2017
DeAndre' Bembry,22,9.8,0.0,0.7,1.2,0.2,0.4,1.2,2.6,1.6,0.4,0.4,0.2,0.1,0.6,2.7,1499760.0,NBA_2017
Gary Neal,32,9.0,0.0,0.5,0.0,2.0,0.0,0.5,3.5,0.5,0.0,2.0,0.0,0.0,0.5,2.0,72193.0,NBA_2017
Lamar Patterson,25,8.0,0.2,1.2,0.6,0.4,0.8,1.2,3.0,1.4,0.2,0.6,0.2,0.0,1.2,1.8,128623.0,NBA_2017
Ryan Kelly,25,6.9,0.3,0.5,0.5,0.3,0.3,1.1,1.8,1.1,0.1,0.4,0.3,0.3,0.3,1.6,418228.0,NBA_2017
Edy Tavares,24,4.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,1000000.0,NBA_2017
Giannis Antetokounmpo,22,35.6,0.6,5.4,8.2,5.9,2.9,7.0,15.7,8.8,1.8,7.7,1.6,1.9,3.1,22.9,2995421.0,NBA_2017
Jabari Parker,21,33.9,1.3,2.8,7.8,3.2,1.8,4.6,16.0,6.2,1.5,4.3,1.0,0.4,2.2,20.1,5374320.0,NBA_2017
Khris Middleton,25,30.7,1.6,3.4,5.2,2.8,2.2,3.9,11.5,4.2,0.4,3.2,1.4,0.2,2.7,14.7,15200000.0,NBA_2017
Tony Snell,25,29.2,1.8,1.2,3.1,0.6,0.7,2.8,6.8,3.1,0.3,0.7,0.7,0.2,1.6,8.5,2368327.0,NBA_2017
Malcolm Brogdon,24,26.4,1.0,4.2,3.9,1.5,1.5,2.2,8.5,2.8,0.6,1.7,1.1,0.2,1.9,10.2,925000.0,NBA_2017
Matthew Dellavedova,26,26.1,1.0,4.7,2.7,1.1,1.8,1.6,7.0,1.9,0.3,1.3,0.7,0.0,2.0,7.6,9607500.0,NBA_2017
Greg Monroe,26,22.5,0.0,2.3,4.8,2.2,1.7,4.5,9.0,6.6,2.1,3.0,1.1,0.5,2.1,11.7,17100000.0,NBA_2017
John Henson,26,19.4,0.0,1.0,2.7,1.3,0.9,3.5,5.3,5.1,1.6,1.8,0.5,1.3,2.6,6.8,12517606.0,NBA_2017
Jason Terry,39,18.4,1.0,1.3,1.4,0.3,0.5,1.2,3.3,1.4,0.2,0.4,0.6,0.3,1.3,4.1,1551659.0,NBA_2017
Michael Beasley,28,16.7,0.3,0.9,3.9,1.4,1.2,2.7,7.3,3.4,0.7,1.9,0.5,0.5,1.6,9.4,1403611.0,NBA_2017
Gary Payton,24,16.5,0.2,2.2,1.3,0.5,1.7,2.0,3.7,2.0,0.0,0.8,0.5,0.7,1.5,3.3,35166.0,NBA_2017
Rashad Vaughn,20,11.2,0.6,0.6,1.4,0.0,0.3,1.1,3.8,1.2,0.1,0.1,0.5,0.2,0.8,3.5,1811040.0,NBA_2017
Thon Maker,19,9.9,0.5,0.4,1.5,0.6,0.3,1.3,3.2,2.0,0.7,0.9,0.2,0.5,1.5,4.0,2568600.0,NBA_2017
Miles Plumlee,28,9.7,0.0,0.6,0.9,0.7,0.7,0.9,2.1,1.7,0.7,1.1,0.3,0.3,1.5,2.6,12500000.0,NBA_2017
Spencer Hawes,28,9.0,0.5,1.0,1.6,0.7,0.5,2.1,3.1,2.4,0.3,0.9,0.1,0.2,0.8,4.4,6348759.0,NBA_2017
Axel Toupane,24,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,51449.0,NBA_2017
Steve Novak,33,2.8,0.1,0.0,0.3,0.0,0.0,0.4,0.9,0.4,0.0,0.0,0.0,0.0,0.1,0.6,1551659.0,NBA_2017
Terrence Jones,25,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.3,0.3,0.0,0.0,236457.0,NBA_2017
Paul George,26,35.9,2.6,3.3,8.3,4.5,2.9,5.8,18.0,6.6,0.8,5.0,1.6,0.4,2.7,23.7,18314532.0,NBA_2017
Jeff Teague,28,32.4,1.1,7.8,4.9,4.4,2.6,3.6,11.1,4.0,0.4,5.1,1.2,0.4,2.0,15.3,8800000.0,NBA_2017
Myles Turner,20,31.4,0.5,1.3,5.5,3.0,1.3,5.6,10.7,7.3,1.7,3.7,0.9,2.1,3.2,14.5,2463840.0,NBA_2017
Thaddeus Young,28,30.2,0.6,1.6,4.9,0.6,1.3,4.3,9.3,6.1,1.8,1.2,1.5,0.4,1.8,11.0,14153652.0,NBA_2017
Monta Ellis,31,27.0,0.6,3.2,3.3,1.3,1.8,2.5,7.5,2.8,0.3,1.7,1.1,0.4,2.0,8.5,10770000.0,NBA_2017
C.J. Miles,29,23.4,2.2,0.6,3.7,1.1,0.5,2.6,8.5,3.0,0.4,1.2,0.6,0.3,2.0,10.7,4583450.0,NBA_2017
Lance Stephenson,26,22.0,0.8,4.2,3.0,0.3,1.8,3.8,7.3,4.0,0.2,0.5,0.5,0.3,2.0,7.2,4000000.0,NBA_2017
Glenn Robinson,23,20.7,0.7,0.7,2.3,0.8,0.5,2.7,4.9,3.6,0.8,1.1,0.6,0.3,0.9,6.1,1050500.0,NBA_2017
Rodney Stuckey,30,17.8,0.5,2.2,2.3,2.1,1.4,2.0,6.3,2.2,0.2,2.7,0.4,0.0,1.1,7.2,7000000.0,NBA_2017
Lavoy Allen,27,14.3,0.0,0.9,1.3,0.4,0.5,1.9,2.8,3.6,1.7,0.5,0.3,0.4,1.3,2.9,4000000.0,NBA_2017
Al Jefferson,32,14.1,0.0,0.9,3.6,1.0,0.5,3.1,7.1,4.2,1.1,1.3,0.3,0.2,1.9,8.1,10230179.0,NBA_2017
Aaron Brooks,32,13.8,0.7,1.9,1.9,0.5,1.0,0.8,4.6,1.1,0.3,0.6,0.4,0.1,1.4,5.0,2700000.0,NBA_2017
Rakeem Christmas,25,7.6,0.0,0.1,0.7,0.7,0.3,1.0,1.5,1.9,0.9,1.0,0.1,0.2,1.3,2.0,1052342.0,NBA_2017
Joe Young,24,4.1,0.2,0.5,0.8,0.3,0.2,0.5,2.2,0.5,0.0,0.5,0.1,0.0,0.2,2.1,1052342.0,NBA_2017
Georges Niang,23,4.0,0.0,0.2,0.4,0.1,0.2,0.7,1.6,0.7,0.1,0.1,0.1,0.0,0.3,0.9,650000.0,NBA_2017
Jimmy Butler,27,37.0,1.2,5.5,7.5,7.7,2.1,4.5,16.5,6.2,1.7,8.9,1.9,0.4,1.5,23.9,17552209.0,NBA_2017
Dwyane Wade,35,29.9,0.8,3.8,6.9,3.7,2.3,3.5,15.9,4.5,1.1,4.7,1.4,0.7,1.9,18.3,23200000.0,NBA_2017
Robin Lopez,28,28.0,0.0,1.0,4.7,0.9,1.1,3.4,9.6,6.4,3.0,1.3,0.2,1.4,1.9,10.4,13219250.0,NBA_2017
Rajon Rondo,30,26.7,0.7,6.7,3.3,0.4,2.4,4.1,8.1,5.1,1.1,0.7,1.4,0.2,2.1,7.8,14000000.0,NBA_2017
Paul Zipser,22,19.2,0.8,0.8,2.0,0.7,0.9,2.5,5.0,2.8,0.3,0.9,0.3,0.4,1.8,5.5,750000.0,NBA_2017
Michael Carter-Williams,25,18.8,0.3,2.5,2.5,1.3,1.5,2.9,6.8,3.4,0.5,1.7,0.8,0.5,2.3,6.6,3183526.0,NBA_2017
Denzel Valentine,23,17.1,1.3,1.1,1.8,0.2,0.9,2.5,5.1,2.6,0.2,0.3,0.5,0.1,1.5,5.1,2092200.0,NBA_2017
Jerian Grant,24,16.3,0.8,1.9,2.0,1.0,0.7,1.5,4.8,1.8,0.3,1.2,0.7,0.1,1.5,5.9,1643040.0,NBA_2017
Bobby Portis,21,15.6,0.5,0.5,2.9,0.6,0.6,3.5,5.9,4.6,1.2,0.9,0.3,0.2,1.5,6.8,1453680.0,NBA_2017
Isaiah Canaan,25,15.2,0.6,0.9,1.6,0.8,0.5,1.1,4.4,1.3,0.2,0.8,0.6,0.0,0.9,4.6,1015696.0,NBA_2017
Cameron Payne,22,12.9,1.0,1.4,1.9,0.1,1.2,1.5,5.7,1.5,0.1,0.4,0.4,0.0,1.3,4.9,2112480.0,NBA_2017
Joffrey Lauvergne,25,12.1,0.3,1.0,1.9,0.5,0.8,2.4,4.6,3.4,1.1,0.8,0.4,0.0,0.6,4.5,1709720.0,NBA_2017
Anthony Morrow,31,9.7,0.7,0.7,1.3,1.2,0.0,0.1,3.2,0.2,0.1,1.2,0.2,0.0,0.4,4.6,3488000.0,NBA_2017
R.J. Hunter,23,3.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,425000.0,NBA_2017
Justise Winslow,20,34.7,0.4,3.7,4.4,1.6,1.8,3.9,12.5,5.2,1.3,2.6,1.4,0.3,2.9,10.9,2593440.0,NBA_2017
Hassan Whiteside,27,32.6,0.0,0.7,7.0,2.9,2.0,10.3,12.6,14.1,3.8,4.6,0.7,2.1,2.9,17.0,22116750.0,NBA_2017
Josh Richardson,23,30.5,1.4,2.6,3.8,1.1,1.2,2.5,9.7,3.2,0.7,1.5,1.1,0.7,2.5,10.2,874636.0,NBA_2017
Dion Waiters,25,30.1,1.8,4.3,6.1,1.8,2.2,2.9,14.4,3.3,0.4,2.8,0.9,0.4,2.1,15.8,2898000.0,NBA_2017
Tyler Johnson,24,29.8,1.3,3.2,4.9,2.7,1.2,3.3,11.3,4.0,0.7,3.5,1.2,0.6,2.4,13.7,5628000.0,NBA_2017
James Johnson,29,27.4,1.1,3.6,4.8,2.0,2.3,4.1,10.1,4.9,0.9,2.8,1.0,1.1,2.6,12.8,4000000.0,NBA_2017
Rodney McGruder,25,25.2,0.9,1.6,2.4,0.6,0.7,2.1,5.9,3.3,1.2,0.9,0.6,0.2,1.8,6.4,543471.0,NBA_2017
Wayne Ellington,29,24.2,2.4,1.1,3.7,0.6,0.5,1.8,9.0,2.1,0.3,0.7,0.6,0.1,1.1,10.5,6000000.0,NBA_2017
Josh McRoberts,29,17.3,0.6,2.3,2.0,0.3,1.0,2.3,5.4,3.4,1.0,0.4,0.5,0.2,1.4,4.9,5782450.0,NBA_2017
Luke Babbitt,27,15.7,1.3,0.5,1.7,0.2,0.4,1.9,4.1,2.1,0.2,0.2,0.3,0.2,1.7,4.8,1227000.0,NBA_2017
Derrick Williams,25,15.1,0.4,0.6,2.2,1.2,0.6,2.3,5.5,2.9,0.6,2.0,0.4,0.2,1.3,5.9,4598000.0,NBA_2017
Willie Reed,26,14.5,0.0,0.4,2.3,0.7,0.4,2.9,4.0,4.7,1.8,1.2,0.3,0.7,1.9,5.3,1015696.0,NBA_2017
Okaro White,24,13.5,0.3,0.6,0.9,0.6,0.5,1.6,2.5,2.3,0.7,0.6,0.3,0.3,1.5,2.8,374933.0,NBA_2017
Udonis Haslem,36,8.1,0.0,0.4,0.7,0.6,0.5,1.8,1.4,2.3,0.5,0.9,0.4,0.1,1.4,1.9,4000000.0,NBA_2017
Kentavious Caldwell-Pope,23,33.3,2.0,2.5,4.9,2.0,1.1,2.5,12.2,3.3,0.7,2.4,1.2,0.2,1.6,13.8,3678319.0,NBA_2017
Marcus Morris,27,32.5,1.5,2.0,5.3,1.8,1.1,3.7,12.7,4.6,1.0,2.3,0.7,0.3,2.1,14.0,4625000.0,NBA_2017
Tobias Harris,24,31.3,1.3,1.7,6.2,2.3,1.2,4.3,13.0,5.1,0.8,2.8,0.7,0.5,1.6,16.1,17200000.0,NBA_2017
Andre Drummond,23,29.7,0.0,1.1,6.0,1.7,1.9,9.5,11.2,13.8,4.3,4.4,1.5,1.1,2.9,13.6,22116750.0,NBA_2017
Reggie Jackson,26,27.4,1.3,5.2,5.5,2.3,2.2,1.8,13.0,2.2,0.4,2.6,0.7,0.1,2.5,14.5,14956522.0,NBA_2017
Jon Leuer,27,25.9,0.7,1.5,4.1,1.3,0.9,4.0,8.6,5.4,1.4,1.5,0.4,0.3,1.9,10.2,10991957.0,NBA_2017
Ish Smith,28,24.1,0.3,5.2,4.1,0.9,1.4,2.6,9.2,2.9,0.3,1.3,0.8,0.4,1.6,9.4,6000000.0,NBA_2017
Stanley Johnson,20,17.8,0.6,1.4,1.7,0.5,0.9,2.0,4.7,2.5,0.5,0.7,0.7,0.3,1.6,4.4,2969880.0,NBA_2017
Aron Baynes,30,15.5,0.0,0.4,1.9,1.1,0.7,3.0,3.7,4.4,1.5,1.3,0.2,0.5,2.2,4.9,6500000.0,NBA_2017
Reggie Bullock,25,15.1,0.9,0.9,1.7,0.2,0.3,1.6,4.1,2.1,0.4,0.2,0.6,0.1,0.7,4.5,2255644.0,NBA_2017
Beno Udrih,34,14.4,0.3,3.4,2.4,0.8,0.9,1.3,5.1,1.5,0.2,0.9,0.3,0.0,0.7,5.8,1551659.0,NBA_2017
Darrun Hilliard,23,9.8,0.3,0.8,1.2,0.5,0.7,0.8,3.2,0.8,0.1,0.7,0.3,0.1,1.0,3.3,874636.0,NBA_2017
Henry Ellenson,20,7.7,0.5,0.4,1.2,0.2,0.7,1.7,3.4,2.2,0.4,0.4,0.1,0.1,0.3,3.2,1704120.0,NBA_2017
Michael Gbinije,24,3.6,0.0,0.2,0.1,0.2,0.0,0.1,1.1,0.3,0.2,0.2,0.0,0.0,0.2,0.4,650000.0,NBA_2017
Kemba Walker,26,34.7,3.0,5.5,8.1,3.8,2.1,3.3,18.3,3.9,0.6,4.5,1.1,0.3,1.5,23.2,12000000.0,NBA_2017
Nicolas Batum,28,34.0,1.8,5.9,5.1,3.2,2.5,5.6,12.7,6.2,0.6,3.7,1.1,0.4,1.4,15.1,20869566.0,NBA_2017
Marvin Williams,30,30.2,1.6,1.4,3.9,1.7,0.8,5.4,9.3,6.6,1.2,2.0,0.8,0.7,1.8,11.2,12250000.0,NBA_2017
Michael Kidd-Gilchrist,23,29.0,0.0,1.4,3.6,1.9,0.7,5.0,7.6,7.0,1.9,2.4,1.0,1.0,2.3,9.2,13000000.0,NBA_2017
Cody Zeller,24,27.8,0.0,1.6,4.1,2.1,1.0,4.4,7.1,6.5,2.2,3.2,1.0,0.9,3.0,10.3,5318313.0,NBA_2017
Frank Kaminsky,23,26.1,1.5,2.2,4.3,1.6,1.0,3.7,10.7,4.5,0.8,2.1,0.6,0.5,1.9,11.7,2730000.0,NBA_2017
Marco Belinelli,30,24.0,1.4,2.0,3.6,2.0,0.9,2.2,8.3,2.4,0.2,2.3,0.6,0.1,1.2,10.5,6333333.0,NBA_2017
Jeremy Lamb,24,18.4,0.7,1.2,3.6,1.8,0.6,3.8,7.9,4.3,0.5,2.1,0.4,0.4,1.6,9.7,6511628.0,NBA_2017
Ramon Sessions,30,16.2,0.4,2.6,2.0,1.8,0.9,1.2,5.3,1.5,0.2,2.4,0.5,0.1,0.9,6.2,6000000.0,NBA_2017
Mike Tobey,22,12.5,0.0,0.5,0.5,0.0,0.5,0.5,2.0,1.5,1.0,0.0,0.0,0.0,1.0,1.0,138938.0,NBA_2017
Briante Weber,24,12.2,0.1,1.2,1.5,0.7,0.4,1.1,3.5,1.7,0.6,1.0,0.7,0.0,0.9,3.8,231521.0,NBA_2017
Brian Roberts,31,10.1,0.4,1.3,1.1,0.8,0.6,0.8,3.0,1.0,0.1,1.0,0.2,0.0,0.4,3.5,1050961.0,NBA_2017
Johnny O'Bryant,23,8.5,0.3,1.0,2.0,0.3,0.8,1.0,3.8,2.0,1.0,0.5,0.0,0.0,1.5,4.5,276827.0,NBA_2017
Christian Wood,21,8.2,0.0,0.2,0.9,0.8,0.5,1.2,1.8,2.2,1.1,1.2,0.2,0.5,0.8,2.7,874636.0,NBA_2017
Treveon Graham,23,7.0,0.3,0.2,0.7,0.4,0.1,0.6,1.5,0.8,0.2,0.6,0.2,0.0,0.7,2.1,543471.0,NBA_2017
Aaron Harrison,22,3.4,0.0,0.6,0.0,0.2,0.0,0.6,0.8,0.6,0.0,0.4,0.0,0.0,0.4,0.2,375579.0,NBA_2017
Carmelo Anthony,32,34.3,2.0,2.9,8.1,4.1,2.1,5.1,18.8,5.9,0.8,4.9,0.8,0.5,2.7,22.4,24559380.0,NBA_2017
Derrick Rose,28,32.5,0.2,4.4,7.2,3.5,2.3,2.8,15.3,3.8,1.0,4.0,0.7,0.3,1.3,18.0,21323250.0,NBA_2017
Courtney Lee,31,31.9,1.4,2.3,4.2,1.1,0.9,2.7,9.1,3.4,0.7,1.3,1.1,0.3,1.8,10.8,11242000.0,NBA_2017
Brandon Jennings,27,24.6,1.2,4.9,2.8,1.8,1.8,2.3,7.4,2.6,0.4,2.3,0.9,0.1,1.4,8.6,4837318.0,NBA_2017
Joakim Noah,31,22.1,0.0,2.2,2.2,0.7,1.3,5.2,4.4,8.8,3.5,1.7,0.7,0.8,2.8,5.0,17000000.0,NBA_2017
Lance Thomas,28,21.0,0.8,0.8,2.1,0.9,0.5,2.4,5.3,3.1,0.7,1.1,0.5,0.1,1.8,6.0,6191000.0,NBA_2017
Justin Holiday,27,20.0,1.2,1.2,2.8,0.8,0.8,2.4,6.6,2.7,0.3,1.0,0.8,0.4,1.3,7.7,1015696.0,NBA_2017
Ron Baker,23,16.5,0.4,2.1,1.6,0.5,1.1,1.7,4.2,1.9,0.2,0.8,0.7,0.2,1.4,4.1,543471.0,NBA_2017
Kyle O'Quinn,26,15.6,0.0,1.5,2.7,0.8,1.0,3.6,5.2,5.6,2.0,1.1,0.5,1.3,2.2,6.3,3900000.0,NBA_2017
Mindaugas Kuzminskas,27,14.9,0.8,1.0,2.3,0.8,0.8,1.2,5.4,1.9,0.7,1.0,0.4,0.2,1.2,6.3,2898000.0,NBA_2017
Chasson Randle,23,12.5,0.6,1.6,1.6,1.6,0.9,1.2,4.0,1.5,0.3,1.7,0.3,0.1,1.6,5.3,243860.0,NBA_2017
Maurice Ndour,24,10.3,0.0,0.3,1.2,0.6,0.4,1.3,2.7,2.0,0.7,0.8,0.5,0.3,0.9,3.1,543471.0,NBA_2017
Marshall Plumlee,24,8.1,0.0,0.5,0.8,0.4,0.6,1.3,1.4,2.4,1.1,0.9,0.2,0.2,1.1,1.9,543471.0,NBA_2017
Evan Fournier,24,32.9,1.9,3.0,6.0,3.3,2.1,2.4,13.7,3.1,0.6,4.1,1.0,0.1,2.6,17.2,17000000.0,NBA_2017
Terrence Ross,25,31.2,1.9,1.8,4.8,1.0,1.5,2.7,11.1,2.8,0.2,1.1,1.4,0.5,2.5,12.5,10000000.0,NBA_2017
Elfrid Payton,22,29.4,0.5,6.5,5.2,1.8,2.2,3.6,11.1,4.7,1.1,2.6,1.1,0.5,2.2,12.8,2613600.0,NBA_2017
Aaron Gordon,21,28.7,1.0,1.9,4.9,2.0,1.1,3.6,10.8,5.1,1.5,2.7,0.8,0.5,2.2,12.7,4351320.0,NBA_2017
Jeff Green,30,22.2,0.8,1.2,3.2,2.1,1.1,2.5,8.1,3.1,0.6,2.4,0.5,0.2,1.5,9.2,15000000.0,NBA_2017
Bismack Biyombo,24,22.1,0.0,0.9,2.2,1.5,1.2,5.1,4.2,7.0,1.9,2.9,0.3,1.1,2.5,6.0,17000000.0,NBA_2017
Jodie Meeks,29,20.5,1.6,1.3,2.9,1.8,1.0,2.0,7.1,2.1,0.1,2.1,0.9,0.1,1.1,9.1,6540000.0,NBA_2017
D.J. Augustin,29,19.7,1.2,2.7,2.5,1.7,1.2,1.3,6.6,1.5,0.2,2.1,0.4,0.0,1.3,7.9,7250000.0,NBA_2017
C.J. Watson,32,16.3,0.5,1.8,1.5,0.9,0.8,1.2,4.0,1.4,0.3,1.1,0.7,0.0,1.4,4.5,5000000.0,NBA_2017
Mario Hezonja,21,14.8,0.7,1.0,1.8,0.6,0.9,1.9,5.1,2.2,0.3,0.8,0.5,0.2,1.1,4.9,3909840.0,NBA_2017
Marcus Georges-Hunt,22,9.6,0.2,0.6,0.4,1.8,0.4,1.6,1.4,1.8,0.2,2.0,0.2,0.0,1.0,2.8,31969.0,NBA_2017
Patricio Garino,23,8.6,0.0,0.0,0.0,0.0,0.6,1.2,1.4,1.4,0.2,0.0,0.0,0.0,0.8,0.0,31969.0,NBA_2017
Anthony Brown,24,8.0,0.5,1.0,2.0,0.0,0.5,2.5,4.5,3.5,1.0,0.0,0.0,0.0,1.0,4.5,51449.0,NBA_2017
Stephen Zimmerman,20,5.7,0.0,0.2,0.5,0.2,0.2,1.3,1.6,1.8,0.6,0.3,0.1,0.3,0.9,1.2,950000.0,NBA_2017
C.J. Wilcox,26,4.9,0.1,0.5,0.4,0.1,0.3,0.4,1.4,0.5,0.2,0.1,0.1,0.0,0.4,1.0,1209680.0,NBA_2017
Arinze Onuaku,29,3.5,0.0,0.3,0.3,0.0,0.3,0.5,0.5,0.8,0.3,0.0,0.0,0.1,0.4,0.5,440078.0,NBA_2017
Robert Covington,26,31.6,2.0,1.5,4.4,2.1,2.0,5.1,10.9,6.5,1.4,2.6,1.9,1.0,3.0,12.9,1015696.0,NBA_2017
Nik Stauskas,23,27.4,1.7,2.4,3.1,1.5,1.6,2.6,7.9,2.8,0.3,1.9,0.6,0.4,1.8,9.5,2993040.0,NBA_2017
T.J. McConnell,24,26.3,0.1,6.6,2.9,0.9,2.0,2.6,6.3,3.1,0.5,1.1,1.7,0.1,1.7,6.9,874636.0,NBA_2017
Alex Poythress,23,26.2,1.0,0.8,4.2,1.3,0.5,3.0,9.0,4.8,1.8,1.7,0.5,0.3,2.3,10.7,38903.0,NBA_2017
Joel Embiid,22,25.4,1.2,2.1,6.5,6.2,3.8,5.9,13.8,7.8,2.0,7.9,0.9,2.5,3.6,20.2,4826160.0,NBA_2017
Jerryd Bayless,28,23.7,0.7,4.3,3.7,3.0,3.0,3.0,10.7,4.0,1.0,3.3,0.0,0.0,1.3,11.0,9424084.0,NBA_2017
Gerald Henderson,29,23.2,0.8,1.6,3.3,1.8,0.9,2.1,7.7,2.6,0.5,2.3,0.6,0.2,1.8,9.2,9000000.0,NBA_2017
